eu_id,date2,subrep,weed_type,count
30603,2019-05-22,1,equar,0
30603,2019-05-22,2,dicot,152
30603,2019-05-22,2,monocot,0
30603,2019-05-22,2,cirar,0
30603,2019-05-22,2,equar,0
30603,2019-05-22,3,dicot,208
30603,2019-05-22,3,monocot,8
30603,2019-05-22,3,cirar,0
30603,2019-05-22,3,equar,0
30604,2019-05-22,1,dicot,256
30604,2019-05-22,1,monocot,0
30604,2019-05-22,1,cirar,0
30604,2019-05-22,1,equar,0
30604,2019-05-22,2,dicot,304
30604,2019-05-22,2,monocot,0
30604,2019-05-22,2,cirar,0
30604,2019-05-22,2,equar,0
30604,2019-05-22,3,dicot,320
30604,2019-05-22,3,monocot,12
30604,2019-05-22,3,cirar,0
30604,2019-05-22,3,equar,0
30605,2019-05-22,1,dicot,384
30605,2019-05-22,1,monocot,0
30605,2019-05-22,1,cirar,0
30605,2019-05-22,1,equar,0
30605,2019-05-22,2,dicot,480
30605,2019-05-22,2,monocot,0
30605,2019-05-22,2,cirar,0
30605,2019-05-22,2,equar,0
30605,2019-05-22,3,dicot,480
30605,2019-05-22,3,monocot,12
30605,2019-05-22,3,cirar,0
30605,2019-05-22,3,equar,0
30606,2019-05-22,1,dicot,480
30606,2019-05-22,1,monocot,0
30606,2019-05-22,1,cirar,0
30606,2019-05-22,1,equar,0
30606,2019-05-22,2,dicot,400
30606,2019-05-22,2,monocot,8
30606,2019-05-22,2,cirar,0
30606,2019-05-22,2,equar,0
30606,2019-05-22,3,dicot,352
30606,2019-05-22,3,monocot,12
30606,2019-05-22,3,cirar,0
30606,2019-05-22,3,equar,0
30802,2019-05-22,1,dicot,120
30802,2019-05-22,1,monocot,0
30802,2019-05-22,1,cirar,0
30802,2019-05-22,1,equar,0
30802,2019-05-22,2,dicot,32
30802,2019-05-22,2,monocot,12
30802,2019-05-22,2,cirar,0
30802,2019-05-22,2,equar,4
30802,2019-05-22,3,dicot,88
30802,2019-05-22,3,monocot,8
30802,2019-05-22,3,cirar,0
30802,2019-05-22,3,equar,0
30803,2019-05-22,1,dicot,28
30803,2019-05-22,1,monocot,4
30803,2019-05-22,1,cirar,0
30803,2019-05-22,1,equar,0
30803,2019-05-22,2,dicot,8
30803,2019-05-22,2,monocot,12
30803,2019-05-22,2,cirar,0
30803,2019-05-22,2,equar,0
30803,2019-05-22,3,dicot,36
30803,2019-05-22,3,monocot,8
30803,2019-05-22,3,cirar,0
30803,2019-05-22,3,equar,0
30804,2019-05-22,1,dicot,20
30804,2019-05-22,1,monocot,80
30804,2019-05-22,1,cirar,0
30804,2019-05-22,1,equar,0
30804,2019-05-22,2,dicot,44
30804,2019-05-22,2,monocot,28
30804,2019-05-22,2,cirar,0
30804,2019-05-22,2,equar,0
30804,2019-05-22,3,dicot,12
30804,2019-05-22,3,monocot,8
30804,2019-05-22,3,cirar,8
30804,2019-05-22,3,equar,0
30805,2019-05-22,1,dicot,24
30805,2019-05-22,1,monocot,32
30805,2019-05-22,1,cirar,0
30805,2019-05-22,1,equar,0
30805,2019-05-22,2,dicot,56
30805,2019-05-22,2,monocot,40
30805,2019-05-22,2,cirar,0
30805,2019-05-22,2,equar,0
30805,2019-05-22,3,dicot,48
30805,2019-05-22,3,monocot,16
30805,2019-05-22,3,cirar,0
30805,2019-05-22,3,equar,8
30806,2019-05-22,1,dicot,24
30806,2019-05-22,1,monocot,8
30806,2019-05-22,1,cirar,0
30806,2019-05-22,1,equar,0
30806,2019-05-22,2,dicot,36
30806,2019-05-22,2,monocot,200
30806,2019-05-22,2,cirar,0
30806,2019-05-22,2,equar,0
30806,2019-05-22,3,dicot,56
30806,2019-05-22,3,monocot,24
30806,2019-05-22,3,cirar,0
30806,2019-05-22,3,equar,0
31402,2019-05-22,1,dicot,200
31402,2019-05-22,1,monocot,0
31402,2019-05-22,1,cirar,64
31402,2019-05-22,1,equar,0
31402,2019-05-22,2,dicot,224
31402,2019-05-22,2,monocot,0
31402,2019-05-22,2,cirar,0
31402,2019-05-22,2,equar,0
31402,2019-05-22,3,dicot,232
31402,2019-05-22,3,monocot,0
31402,2019-05-22,3,cirar,0
31402,2019-05-22,3,equar,0
31403,2019-05-22,1,dicot,144
31403,2019-05-22,1,monocot,0
31403,2019-05-22,1,cirar,0
31403,2019-05-22,1,equar,0
31403,2019-05-22,2,dicot,168
31403,2019-05-22,2,monocot,0
31403,2019-05-22,2,cirar,0
31403,2019-05-22,2,equar,0
31403,2019-05-22,3,dicot,184
31403,2019-05-22,3,monocot,0
31403,2019-05-22,3,cirar,0
31403,2019-05-22,3,equar,0
31404,2019-05-22,1,dicot,128
31404,2019-05-22,1,monocot,8
31404,2019-05-22,1,cirar,0
31404,2019-05-22,1,equar,0
31404,2019-05-22,2,dicot,168
31404,2019-05-22,2,monocot,0
31404,2019-05-22,2,cirar,0
31404,2019-05-22,2,equar,0
31404,2019-05-22,3,dicot,208
31404,2019-05-22,3,monocot,12
31404,2019-05-22,3,cirar,0
31404,2019-05-22,3,equar,0
31405,2019-05-22,1,dicot,60
31405,2019-05-22,1,monocot,0
31405,2019-05-22,1,cirar,28
31405,2019-05-22,1,equar,0
31405,2019-05-22,2,dicot,48
31405,2019-05-22,2,monocot,0
31405,2019-05-22,2,cirar,0
31405,2019-05-22,2,equar,0
31405,2019-05-22,3,dicot,144
31405,2019-05-22,3,monocot,0
31405,2019-05-22,3,cirar,0
31405,2019-05-22,3,equar,0
31406,2019-05-22,1,dicot,132
31406,2019-05-22,1,monocot,8
31406,2019-05-22,1,cirar,0
31406,2019-05-22,1,equar,0
31406,2019-05-22,2,dicot,232
31406,2019-05-22,2,monocot,0
31406,2019-05-22,2,cirar,0
31406,2019-05-22,2,equar,0
31406,2019-05-22,3,dicot,160
31406,2019-05-22,3,monocot,0
31406,2019-05-22,3,cirar,0
31406,2019-05-22,3,equar,0
31502,2019-05-22,1,dicot,40
31502,2019-05-22,1,monocot,0
31502,2019-05-22,1,cirar,12
31502,2019-05-22,1,equar,0
31502,2019-05-22,2,dicot,0
31502,2019-05-22,2,monocot,0
31502,2019-05-22,2,cirar,44
31502,2019-05-22,2,equar,0
31502,2019-05-22,3,dicot,92
31502,2019-05-22,3,monocot,0
31502,2019-05-22,3,cirar,12
31502,2019-05-22,3,equar,0
31503,2019-05-22,1,dicot,24
31503,2019-05-22,1,monocot,0
31503,2019-05-22,1,cirar,0
31503,2019-05-22,1,equar,0
31503,2019-05-22,2,dicot,20
31503,2019-05-22,2,monocot,12
31503,2019-05-22,2,cirar,0
31503,2019-05-22,2,equar,0
31503,2019-05-22,3,dicot,8
31503,2019-05-22,3,monocot,0
31503,2019-05-22,3,cirar,0
31503,2019-05-22,3,equar,0
31504,2019-05-22,1,dicot,20
31504,2019-05-22,1,monocot,12
31504,2019-05-22,1,cirar,8
31504,2019-05-22,1,equar,0
31504,2019-05-22,2,dicot,28
31504,2019-05-22,2,monocot,8
31504,2019-05-22,2,cirar,0
31504,2019-05-22,2,equar,0
31504,2019-05-22,3,dicot,16
31504,2019-05-22,3,monocot,0
31504,2019-05-22,3,cirar,0
31504,2019-05-22,3,equar,0
31505,2019-05-22,1,dicot,52
31505,2019-05-22,1,monocot,20
31505,2019-05-22,1,cirar,0
31505,2019-05-22,1,equar,0
31505,2019-05-22,2,dicot,8
31505,2019-05-22,2,monocot,20
31505,2019-05-22,2,cirar,0
31505,2019-05-22,2,equar,0
31505,2019-05-22,3,dicot,16
31505,2019-05-22,3,monocot,24
31505,2019-05-22,3,cirar,0
31505,2019-05-22,3,equar,0
31506,2019-05-22,1,dicot,12
31506,2019-05-22,1,monocot,4
31506,2019-05-22,1,cirar,0
31506,2019-05-22,1,equar,0
31506,2019-05-22,2,dicot,20
31506,2019-05-22,2,monocot,0
31506,2019-05-22,2,cirar,0
31506,2019-05-22,2,equar,0
31506,2019-05-22,3,dicot,16
31506,2019-05-22,3,monocot,0
31506,2019-05-22,3,cirar,0
31506,2019-05-22,3,equar,0
31602,2019-05-22,1,dicot,272
31602,2019-05-22,1,monocot,0
31602,2019-05-22,1,cirar,0
31602,2019-05-22,1,equar,0
31602,2019-05-22,2,dicot,288
31602,2019-05-22,2,monocot,0
31602,2019-05-22,2,cirar,0
31602,2019-05-22,2,equar,0
31602,2019-05-22,3,dicot,308
31602,2019-05-22,3,monocot,0
31602,2019-05-22,3,cirar,0
31602,2019-05-22,3,equar,0
31603,2019-05-22,1,dicot,264
31603,2019-05-22,1,monocot,4
31603,2019-05-22,1,cirar,0
31603,2019-05-22,1,equar,0
31603,2019-05-22,2,dicot,376
31603,2019-05-22,2,monocot,20
31603,2019-05-22,2,cirar,0
31603,2019-05-22,2,equar,0
31603,2019-05-22,3,dicot,224
31603,2019-05-22,3,monocot,16
31603,2019-05-22,3,cirar,0
31603,2019-05-22,3,equar,0
31604,2019-05-22,1,dicot,248
31604,2019-05-22,1,monocot,0
31604,2019-05-22,1,cirar,0
31604,2019-05-22,1,equar,0
31604,2019-05-22,2,dicot,312
31604,2019-05-22,2,monocot,8
31604,2019-05-22,2,cirar,0
31604,2019-05-22,2,equar,0
31604,2019-05-22,3,dicot,272
31604,2019-05-22,3,monocot,12
31604,2019-05-22,3,cirar,0
31604,2019-05-22,3,equar,0
31605,2019-05-22,1,dicot,120
31605,2019-05-22,1,monocot,12
31605,2019-05-22,1,cirar,0
31605,2019-05-22,1,equar,0
31605,2019-05-22,2,dicot,152
31605,2019-05-22,2,monocot,4
31605,2019-05-22,2,cirar,0
31605,2019-05-22,2,equar,0
31605,2019-05-22,3,dicot,152
31605,2019-05-22,3,monocot,12
31605,2019-05-22,3,cirar,0
31605,2019-05-22,3,equar,0
31606,2019-05-22,1,dicot,144
31606,2019-05-22,1,monocot,0
31606,2019-05-22,1,cirar,0
31606,2019-05-22,1,equar,0
31606,2019-05-22,2,dicot,256
31606,2019-05-22,2,monocot,8
31606,2019-05-22,2,cirar,0
31606,2019-05-22,2,equar,0
31606,2019-05-22,3,dicot,200
31606,2019-05-22,3,monocot,8
31606,2019-05-22,3,cirar,0
31606,2019-05-22,3,equar,0
31801,2019-05-22,1,dicot,248
31801,2019-05-22,1,monocot,8
31801,2019-05-22,1,cirar,0
31801,2019-05-22,1,equar,0
31801,2019-05-22,2,dicot,260
31801,2019-05-22,2,monocot,12
31801,2019-05-22,2,cirar,0
31801,2019-05-22,2,equar,0
31801,2019-05-22,3,dicot,296
31801,2019-05-22,3,monocot,20
31801,2019-05-22,3,cirar,0
31801,2019-05-22,3,equar,0
31802,2019-05-22,1,dicot,332
31802,2019-05-22,1,monocot,0
31802,2019-05-22,1,cirar,0
31802,2019-05-22,1,equar,0
31802,2019-05-22,2,dicot,232
31802,2019-05-22,2,monocot,0
31802,2019-05-22,2,cirar,0
31802,2019-05-22,2,equar,0
31802,2019-05-22,3,dicot,328
31802,2019-05-22,3,monocot,0
31802,2019-05-22,3,cirar,0
31802,2019-05-22,3,equar,0
31803,2019-05-22,1,dicot,192
31803,2019-05-22,1,monocot,20
31803,2019-05-22,1,cirar,0
31803,2019-05-22,1,equar,0
31803,2019-05-22,2,dicot,212
31803,2019-05-22,2,monocot,8
31803,2019-05-22,2,cirar,0
31803,2019-05-22,2,equar,0
31803,2019-05-22,3,dicot,208
31803,2019-05-22,3,monocot,8
31803,2019-05-22,3,cirar,0
31803,2019-05-22,3,equar,0
31805,2019-05-22,1,dicot,224
31805,2019-05-22,1,monocot,40
31805,2019-05-22,1,cirar,0
31805,2019-05-22,1,equar,0
31805,2019-05-22,2,dicot,196
31805,2019-05-22,2,monocot,20
31805,2019-05-22,2,cirar,0
31805,2019-05-22,2,equar,0
31805,2019-05-22,3,dicot,252
31805,2019-05-22,3,monocot,24
31805,2019-05-22,3,cirar,0
31805,2019-05-22,3,equar,0
31806,2019-05-22,1,dicot,184
31806,2019-05-22,1,monocot,8
31806,2019-05-22,1,cirar,0
31806,2019-05-22,1,equar,0
31806,2019-05-22,2,dicot,244
31806,2019-05-22,2,monocot,8
31806,2019-05-22,2,cirar,0
31806,2019-05-22,2,equar,0
31806,2019-05-22,3,dicot,264
31806,2019-05-22,3,monocot,16
31806,2019-05-22,3,cirar,0
31806,2019-05-22,3,equar,0
31901,2019-05-22,1,dicot,132
31901,2019-05-22,1,monocot,8
31901,2019-05-22,1,cirar,0
31901,2019-05-22,1,equar,0
31901,2019-05-22,2,dicot,96
31901,2019-05-22,2,monocot,12
31901,2019-05-22,2,cirar,0
31901,2019-05-22,2,equar,0
31901,2019-05-22,3,dicot,152
31901,2019-05-22,3,monocot,24
31901,2019-05-22,3,cirar,0
31901,2019-05-22,3,equar,0
31902,2019-05-22,1,dicot,224
31902,2019-05-22,1,monocot,0
31902,2019-05-22,1,cirar,12
31902,2019-05-22,1,equar,0
31902,2019-05-22,2,dicot,248
31902,2019-05-22,2,monocot,0
31902,2019-05-22,2,cirar,16
31902,2019-05-22,2,equar,0
31902,2019-05-22,3,dicot,332
31902,2019-05-22,3,monocot,0
31902,2019-05-22,3,cirar,4
31902,2019-05-22,3,equar,0
31903,2019-05-22,1,dicot,100
31903,2019-05-22,1,monocot,16
31903,2019-05-22,1,cirar,0
31903,2019-05-22,1,equar,0
31903,2019-05-22,2,dicot,184
31903,2019-05-22,2,monocot,0
31903,2019-05-22,2,cirar,0
31903,2019-05-22,2,equar,0
31903,2019-05-22,3,dicot,248
31903,2019-05-22,3,monocot,8
31903,2019-05-22,3,cirar,0
31903,2019-05-22,3,equar,0
31905,2019-05-22,1,dicot,88
31905,2019-05-22,1,monocot,12
31905,2019-05-22,1,cirar,0
31905,2019-05-22,1,equar,0
31905,2019-05-22,2,dicot,136
31905,2019-05-22,2,monocot,12
31905,2019-05-22,2,cirar,0
31905,2019-05-22,2,equar,0
31905,2019-05-22,3,dicot,184
31905,2019-05-22,3,monocot,24
31905,2019-05-22,3,cirar,4
31905,2019-05-22,3,equar,0
31906,2019-05-22,1,dicot,220
31906,2019-05-22,1,monocot,12
31906,2019-05-22,1,cirar,12
31906,2019-05-22,1,equar,0
31906,2019-05-22,2,dicot,216
31906,2019-05-22,2,monocot,0
31906,2019-05-22,2,cirar,4
31906,2019-05-22,2,equar,0
31906,2019-05-22,3,dicot,128
31906,2019-05-22,3,monocot,20
31906,2019-05-22,3,cirar,0
31906,2019-05-22,3,equar,0
32001,2019-05-22,1,dicot,12
32001,2019-05-22,1,monocot,0
32001,2019-05-22,1,cirar,4
32001,2019-05-22,1,equar,0
32001,2019-05-22,2,dicot,24
32001,2019-05-22,2,monocot,8
32001,2019-05-22,2,cirar,0
32001,2019-05-22,2,equar,0
32001,2019-05-22,3,dicot,40
32001,2019-05-22,3,monocot,28
32001,2019-05-22,3,cirar,0
32001,2019-05-22,3,equar,0
32002,2019-05-22,1,dicot,192
32002,2019-05-22,1,monocot,0
32002,2019-05-22,1,cirar,0
32002,2019-05-22,1,equar,0
32002,2019-05-22,2,dicot,224
32002,2019-05-22,2,monocot,0
32002,2019-05-22,2,cirar,0
32002,2019-05-22,2,equar,0
32002,2019-05-22,3,dicot,192
32002,2019-05-22,3,monocot,0
32002,2019-05-22,3,cirar,48
32002,2019-05-22,3,equar,4
32003,2019-05-22,1,dicot,20
32003,2019-05-22,1,monocot,12
32003,2019-05-22,1,cirar,8
32003,2019-05-22,1,equar,0
32003,2019-05-22,2,dicot,28
32003,2019-05-22,2,monocot,8
32003,2019-05-22,2,cirar,0
32003,2019-05-22,2,equar,0
32003,2019-05-22,3,dicot,48
32003,2019-05-22,3,monocot,0
32003,2019-05-22,3,cirar,8
32003,2019-05-22,3,equar,0
32005,2019-05-22,1,dicot,24
32005,2019-05-22,1,monocot,8
32005,2019-05-22,1,cirar,4
32005,2019-05-22,1,equar,24
32005,2019-05-22,2,dicot,32
32005,2019-05-22,2,monocot,0
32005,2019-05-22,2,cirar,0
32005,2019-05-22,2,equar,20
32005,2019-05-22,3,dicot,64
32005,2019-05-22,3,monocot,0
32005,2019-05-22,3,cirar,0
32005,2019-05-22,3,equar,52
32006,2019-05-22,1,dicot,88
32006,2019-05-22,1,monocot,4
32006,2019-05-22,1,cirar,0
32006,2019-05-22,1,equar,0
32006,2019-05-22,2,dicot,152
32006,2019-05-22,2,monocot,0
32006,2019-05-22,2,cirar,0
32006,2019-05-22,2,equar,0
32006,2019-05-22,3,dicot,24
32006,2019-05-22,3,monocot,0
32006,2019-05-22,3,cirar,0
32006,2019-05-22,3,equar,0
32601,2019-05-22,1,dicot,8
32601,2019-05-22,1,monocot,12
32601,2019-05-22,1,cirar,0
32601,2019-05-22,1,equar,0
32601,2019-05-22,2,dicot,48
32601,2019-05-22,2,monocot,8
32601,2019-05-22,2,cirar,0
32601,2019-05-22,2,equar,0
32601,2019-05-22,3,dicot,16
32601,2019-05-22,3,monocot,12
32601,2019-05-22,3,cirar,0
32601,2019-05-22,3,equar,0
32602,2019-05-22,1,dicot,260
32602,2019-05-22,1,monocot,0
32602,2019-05-22,1,cirar,0
32602,2019-05-22,1,equar,0
32602,2019-05-22,2,dicot,128
32602,2019-05-22,2,monocot,0
32602,2019-05-22,2,cirar,36
32602,2019-05-22,2,equar,0
32602,2019-05-22,3,dicot,260
32602,2019-05-22,3,monocot,0
32602,2019-05-22,3,cirar,36
32602,2019-05-22,3,equar,0
32603,2019-05-22,1,dicot,16
32603,2019-05-22,1,monocot,20
32603,2019-05-22,1,cirar,0
32603,2019-05-22,1,equar,0
32603,2019-05-22,2,dicot,28
32603,2019-05-22,2,monocot,12
32603,2019-05-22,2,cirar,0
32603,2019-05-22,2,equar,0
32603,2019-05-22,3,dicot,56
32603,2019-05-22,3,monocot,4
32603,2019-05-22,3,cirar,0
32603,2019-05-22,3,equar,0
32605,2019-05-22,1,dicot,32
32605,2019-05-22,1,monocot,0
32605,2019-05-22,1,cirar,0
32605,2019-05-22,1,equar,0
32605,2019-05-22,2,dicot,56
32605,2019-05-22,2,monocot,0
32605,2019-05-22,2,cirar,0
32605,2019-05-22,2,equar,0
32605,2019-05-22,3,dicot,104
32605,2019-05-22,3,monocot,12
32605,2019-05-22,3,cirar,0
32605,2019-05-22,3,equar,0
32606,2019-05-22,1,dicot,64
32606,2019-05-22,1,monocot,16
32606,2019-05-22,1,cirar,0
32606,2019-05-22,1,equar,0
32606,2019-05-22,2,dicot,48
32606,2019-05-22,2,monocot,8
32606,2019-05-22,2,cirar,0
32606,2019-05-22,2,equar,0
32606,2019-05-22,3,dicot,40
32606,2019-05-22,3,monocot,0
32606,2019-05-22,3,cirar,0
32606,2019-05-22,3,equar,0
32701,2019-05-22,1,dicot,216
32701,2019-05-22,1,monocot,0
32701,2019-05-22,1,cirar,0
32701,2019-05-22,1,equar,0
32701,2019-05-22,2,dicot,184
32701,2019-05-22,2,monocot,0
32701,2019-05-22,2,cirar,0
32701,2019-05-22,2,equar,0
32701,2019-05-22,3,dicot,272
32701,2019-05-22,3,monocot,8
32701,2019-05-22,3,cirar,0
32701,2019-05-22,3,equar,0
32702,2019-05-22,1,dicot,368
32702,2019-05-22,1,monocot,0
32702,2019-05-22,1,cirar,0
32702,2019-05-22,1,equar,0
32702,2019-05-22,2,dicot,324
32702,2019-05-22,2,monocot,0
32702,2019-05-22,2,cirar,0
32702,2019-05-22,2,equar,0
32702,2019-05-22,3,dicot,296
32702,2019-05-22,3,monocot,0
32702,2019-05-22,3,cirar,0
32702,2019-05-22,3,equar,0
32703,2019-05-22,1,dicot,260
32703,2019-05-22,1,monocot,8
32703,2019-05-22,1,cirar,0
32703,2019-05-22,1,equar,0
32703,2019-05-22,2,dicot,232
32703,2019-05-22,2,monocot,8
32703,2019-05-22,2,cirar,0
32703,2019-05-22,2,equar,0
32703,2019-05-22,3,dicot,300
32703,2019-05-22,3,monocot,12
32703,2019-05-22,3,cirar,0
32703,2019-05-22,3,equar,0
32705,2019-05-22,1,dicot,248
32705,2019-05-22,1,monocot,12
32705,2019-05-22,1,cirar,0
32705,2019-05-22,1,equar,0
32705,2019-05-22,2,dicot,216
32705,2019-05-22,2,monocot,8
32705,2019-05-22,2,cirar,0
32705,2019-05-22,2,equar,0
32705,2019-05-22,3,dicot,152
32705,2019-05-22,3,monocot,16
32705,2019-05-22,3,cirar,0
32705,2019-05-22,3,equar,0
32706,2019-05-22,1,dicot,176
32706,2019-05-22,1,monocot,8
32706,2019-05-22,1,cirar,0
32706,2019-05-22,1,equar,0
32706,2019-05-22,2,dicot,136
32706,2019-05-22,2,monocot,12
32706,2019-05-22,2,cirar,0
32706,2019-05-22,2,equar,4
32706,2019-05-22,3,dicot,216
32706,2019-05-22,3,monocot,12
32706,2019-05-22,3,cirar,0
32706,2019-05-22,3,equar,8
32801,2019-05-22,1,dicot,520
32801,2019-05-22,1,monocot,0
32801,2019-05-22,1,cirar,0
32801,2019-05-22,1,equar,0
32801,2019-05-22,2,dicot,440
32801,2019-05-22,2,monocot,0
32801,2019-05-22,2,cirar,0
32801,2019-05-22,2,equar,0
32801,2019-05-22,3,dicot,360
32801,2019-05-22,3,monocot,0
32801,2019-05-22,3,cirar,0
32801,2019-05-22,3,equar,0
32802,2019-05-22,1,dicot,200
32802,2019-05-22,1,monocot,0
32802,2019-05-22,1,cirar,0
32802,2019-05-22,1,equar,0
32802,2019-05-22,2,dicot,180
32802,2019-05-22,2,monocot,0
32802,2019-05-22,2,cirar,0
32802,2019-05-22,2,equar,0
32802,2019-05-22,3,dicot,220
32802,2019-05-22,3,monocot,0
32802,2019-05-22,3,cirar,0
32802,2019-05-22,3,equar,0
32803,2019-05-22,1,dicot,280
32803,2019-05-22,1,monocot,12
32803,2019-05-22,1,cirar,0
32803,2019-05-22,1,equar,0
32803,2019-05-22,2,dicot,248
32803,2019-05-22,2,monocot,16
32803,2019-05-22,2,cirar,0
32803,2019-05-22,2,equar,0
32803,2019-05-22,3,dicot,440
32803,2019-05-22,3,monocot,20
32803,2019-05-22,3,cirar,0
32803,2019-05-22,3,equar,0
32805,2019-05-22,1,dicot,280
32805,2019-05-22,1,monocot,8
32805,2019-05-22,1,cirar,0
32805,2019-05-22,1,equar,0
32805,2019-05-22,2,dicot,440
32805,2019-05-22,2,monocot,8
32805,2019-05-22,2,cirar,0
32805,2019-05-22,2,equar,0
32805,2019-05-22,3,dicot,520
32805,2019-05-22,3,monocot,8
32805,2019-05-22,3,cirar,0
32805,2019-05-22,3,equar,0
32806,2019-05-22,1,dicot,340
32806,2019-05-22,1,monocot,8
32806,2019-05-22,1,cirar,0
32806,2019-05-22,1,equar,0
32806,2019-05-22,2,dicot,380
32806,2019-05-22,2,monocot,0
32806,2019-05-22,2,cirar,0
32806,2019-05-22,2,equar,0
32806,2019-05-22,3,dicot,312
32806,2019-05-22,3,monocot,0
32806,2019-05-22,3,cirar,0
32806,2019-05-22,3,equar,0
34101,2019-05-22,1,dicot,32
34101,2019-05-22,1,monocot,0
34101,2019-05-22,1,cirar,0
34101,2019-05-22,1,equar,4
34101,2019-05-22,2,dicot,88
34101,2019-05-22,2,monocot,0
34101,2019-05-22,2,cirar,0
34101,2019-05-22,2,equar,0
34101,2019-05-22,3,dicot,112
34101,2019-05-22,3,monocot,0
34101,2019-05-22,3,cirar,0
34101,2019-05-22,3,equar,0
34102,2019-05-22,1,dicot,184
34102,2019-05-22,1,monocot,0
34102,2019-05-22,1,cirar,0
34102,2019-05-22,1,equar,0
34102,2019-05-22,2,dicot,152
34102,2019-05-22,2,monocot,0
34102,2019-05-22,2,cirar,0
34102,2019-05-22,2,equar,0
34102,2019-05-22,3,dicot,136
34102,2019-05-22,3,monocot,0
34102,2019-05-22,3,cirar,0
34102,2019-05-22,3,equar,0
34103,2019-05-22,1,dicot,264
34103,2019-05-22,1,monocot,0
34103,2019-05-22,1,cirar,0
34103,2019-05-22,1,equar,0
34103,2019-05-22,2,dicot,240
34103,2019-05-22,2,monocot,0
34103,2019-05-22,2,cirar,0
34103,2019-05-22,2,equar,0
34103,2019-05-22,3,dicot,184
34103,2019-05-22,3,monocot,0
34103,2019-05-22,3,cirar,0
34103,2019-05-22,3,equar,0
34104,2019-05-22,1,dicot,248
34104,2019-05-22,1,monocot,0
34104,2019-05-22,1,cirar,0
34104,2019-05-22,1,equar,0
34104,2019-05-22,2,dicot,224
34104,2019-05-22,2,monocot,20
34104,2019-05-22,2,cirar,0
34104,2019-05-22,2,equar,0
34104,2019-05-22,3,dicot,300
34104,2019-05-22,3,monocot,0
34104,2019-05-22,3,cirar,0
34104,2019-05-22,3,equar,0
34105,2019-05-22,1,dicot,208
34105,2019-05-22,1,monocot,0
34105,2019-05-22,1,cirar,0
34105,2019-05-22,1,equar,0
34105,2019-05-22,2,dicot,288
34105,2019-05-22,2,monocot,16
34105,2019-05-22,2,cirar,0
34105,2019-05-22,2,equar,0
34105,2019-05-22,3,dicot,224
34105,2019-05-22,3,monocot,12
34105,2019-05-22,3,cirar,0
34105,2019-05-22,3,equar,0
34301,2019-05-22,1,dicot,20
34301,2019-05-22,1,monocot,16
34301,2019-05-22,1,cirar,0
34301,2019-05-22,1,equar,0
34301,2019-05-22,2,dicot,24
34301,2019-05-22,2,monocot,28
