eu_id,date2,subrep,weed_type,count
34301,2019-05-22,2,cirar,0
34301,2019-05-22,2,equar,0
34301,2019-05-22,3,dicot,60
34301,2019-05-22,3,monocot,12
34301,2019-05-22,3,cirar,0
34301,2019-05-22,3,equar,0
34302,2019-05-22,1,dicot,72
34302,2019-05-22,1,monocot,0
34302,2019-05-22,1,cirar,0
34302,2019-05-22,1,equar,0
34302,2019-05-22,2,dicot,148
34302,2019-05-22,2,monocot,0
34302,2019-05-22,2,cirar,0
34302,2019-05-22,2,equar,0
34302,2019-05-22,3,dicot,200
34302,2019-05-22,3,monocot,8
34302,2019-05-22,3,cirar,0
34302,2019-05-22,3,equar,0
34303,2019-05-22,1,dicot,80
34303,2019-05-22,1,monocot,28
34303,2019-05-22,1,cirar,0
34303,2019-05-22,1,equar,0
34303,2019-05-22,2,dicot,200
34303,2019-05-22,2,monocot,0
34303,2019-05-22,2,cirar,0
34303,2019-05-22,2,equar,0
34303,2019-05-22,3,dicot,8
34303,2019-05-22,3,monocot,24
34303,2019-05-22,3,cirar,4
34303,2019-05-22,3,equar,0
34304,2019-05-22,1,dicot,0
34304,2019-05-22,1,monocot,20
34304,2019-05-22,1,cirar,0
34304,2019-05-22,1,equar,0
34304,2019-05-22,2,dicot,0
34304,2019-05-22,2,monocot,4
34304,2019-05-22,2,cirar,0
34304,2019-05-22,2,equar,0
34304,2019-05-22,3,dicot,8
34304,2019-05-22,3,monocot,0
34304,2019-05-22,3,cirar,0
34304,2019-05-22,3,equar,0
34305,2019-05-22,1,dicot,12
34305,2019-05-22,1,monocot,0
34305,2019-05-22,1,cirar,0
34305,2019-05-22,1,equar,0
34305,2019-05-22,2,dicot,76
34305,2019-05-22,2,monocot,12
34305,2019-05-22,2,cirar,0
34305,2019-05-22,2,equar,0
34305,2019-05-22,3,dicot,80
34305,2019-05-22,3,monocot,12
34305,2019-05-22,3,cirar,0
34305,2019-05-22,3,equar,0
34401,2019-05-22,1,dicot,100
34401,2019-05-22,1,monocot,0
34401,2019-05-22,1,cirar,0
34401,2019-05-22,1,equar,0
34401,2019-05-22,2,dicot,88
34401,2019-05-22,2,monocot,24
34401,2019-05-22,2,cirar,0
34401,2019-05-22,2,equar,0
34401,2019-05-22,3,dicot,112
34401,2019-05-22,3,monocot,16
34401,2019-05-22,3,cirar,0
34401,2019-05-22,3,equar,0
34402,2019-05-22,1,dicot,208
34402,2019-05-22,1,monocot,0
34402,2019-05-22,1,cirar,16
34402,2019-05-22,1,equar,0
34402,2019-05-22,2,dicot,216
34402,2019-05-22,2,monocot,0
34402,2019-05-22,2,cirar,8
34402,2019-05-22,2,equar,0
34402,2019-05-22,3,dicot,128
34402,2019-05-22,3,monocot,0
34402,2019-05-22,3,cirar,4
34402,2019-05-22,3,equar,0
34403,2019-05-22,1,dicot,88
34403,2019-05-22,1,monocot,0
34403,2019-05-22,1,cirar,0
34403,2019-05-22,1,equar,0
34403,2019-05-22,2,dicot,120
34403,2019-05-22,2,monocot,0
34403,2019-05-22,2,cirar,0
34403,2019-05-22,2,equar,0
34403,2019-05-22,3,dicot,96
34403,2019-05-22,3,monocot,4
34403,2019-05-22,3,cirar,0
34403,2019-05-22,3,equar,0
34404,2019-05-22,1,dicot,104
34404,2019-05-22,1,monocot,0
34404,2019-05-22,1,cirar,0
34404,2019-05-22,1,equar,0
34404,2019-05-22,2,dicot,64
34404,2019-05-22,2,monocot,8
34404,2019-05-22,2,cirar,0
34404,2019-05-22,2,equar,0
34404,2019-05-22,3,dicot,120
34404,2019-05-22,3,monocot,4
34404,2019-05-22,3,cirar,0
34404,2019-05-22,3,equar,0
34405,2019-05-22,1,dicot,212
34405,2019-05-22,1,monocot,0
34405,2019-05-22,1,cirar,0
34405,2019-05-22,1,equar,0
34405,2019-05-22,2,dicot,136
34405,2019-05-22,2,monocot,20
34405,2019-05-22,2,cirar,0
34405,2019-05-22,2,equar,0
34405,2019-05-22,3,dicot,192
34405,2019-05-22,3,monocot,16
34405,2019-05-22,3,cirar,0
34405,2019-05-22,3,equar,0
34602,2019-05-22,1,dicot,144
34602,2019-05-22,1,monocot,8
34602,2019-05-22,1,cirar,0
34602,2019-05-22,1,equar,0
34602,2019-05-22,2,dicot,96
34602,2019-05-22,2,monocot,0
34602,2019-05-22,2,cirar,0
34602,2019-05-22,2,equar,0
34602,2019-05-22,3,dicot,112
34602,2019-05-22,3,monocot,8
34602,2019-05-22,3,cirar,0
34602,2019-05-22,3,equar,0
34603,2019-05-22,1,dicot,16
34603,2019-05-22,1,monocot,0
34603,2019-05-22,1,cirar,0
34603,2019-05-22,1,equar,0
34603,2019-05-22,2,dicot,8
34603,2019-05-22,2,monocot,0
34603,2019-05-22,2,cirar,0
34603,2019-05-22,2,equar,0
34603,2019-05-22,3,dicot,4
34603,2019-05-22,3,monocot,0
34603,2019-05-22,3,cirar,0
34603,2019-05-22,3,equar,0
34604,2019-05-22,1,dicot,32
34604,2019-05-22,1,monocot,16
34604,2019-05-22,1,cirar,0
34604,2019-05-22,1,equar,0
34604,2019-05-22,2,dicot,12
34604,2019-05-22,2,monocot,16
34604,2019-05-22,2,cirar,0
34604,2019-05-22,2,equar,4
34604,2019-05-22,3,dicot,24
34604,2019-05-22,3,monocot,4
34604,2019-05-22,3,cirar,0
34604,2019-05-22,3,equar,0
34605,2019-05-22,1,dicot,8
34605,2019-05-22,1,monocot,8
34605,2019-05-22,1,cirar,0
34605,2019-05-22,1,equar,0
34605,2019-05-22,2,dicot,0
34605,2019-05-22,2,monocot,8
34605,2019-05-22,2,cirar,0
34605,2019-05-22,2,equar,20
34605,2019-05-22,3,dicot,32
34605,2019-05-22,3,monocot,0
34605,2019-05-22,3,cirar,4
34605,2019-05-22,3,equar,0
34606,2019-05-22,1,dicot,24
34606,2019-05-22,1,monocot,12
34606,2019-05-22,1,cirar,0
34606,2019-05-22,1,equar,0
34606,2019-05-22,2,dicot,20
34606,2019-05-22,2,monocot,4
34606,2019-05-22,2,cirar,0
34606,2019-05-22,2,equar,0
34606,2019-05-22,3,dicot,24
34606,2019-05-22,3,monocot,0
34606,2019-05-22,3,cirar,0
34606,2019-05-22,3,equar,0
34702,2019-05-22,1,dicot,208
34702,2019-05-22,1,monocot,0
34702,2019-05-22,1,cirar,0
34702,2019-05-22,1,equar,0
34702,2019-05-22,2,dicot,360
34702,2019-05-22,2,monocot,0
34702,2019-05-22,2,cirar,28
34702,2019-05-22,2,equar,0
34702,2019-05-22,3,dicot,280
34702,2019-05-22,3,monocot,0
34702,2019-05-22,3,cirar,0
34702,2019-05-22,3,equar,0
34703,2019-05-22,1,dicot,168
34703,2019-05-22,1,monocot,0
34703,2019-05-22,1,cirar,0
34703,2019-05-22,1,equar,0
34703,2019-05-22,2,dicot,136
34703,2019-05-22,2,monocot,8
34703,2019-05-22,2,cirar,28
34703,2019-05-22,2,equar,0
34703,2019-05-22,3,dicot,160
34703,2019-05-22,3,monocot,20
34703,2019-05-22,3,cirar,0
34703,2019-05-22,3,equar,0
34704,2019-05-22,1,dicot,168
34704,2019-05-22,1,monocot,8
34704,2019-05-22,1,cirar,0
34704,2019-05-22,1,equar,0
34704,2019-05-22,2,dicot,128
34704,2019-05-22,2,monocot,4
34704,2019-05-22,2,cirar,0
34704,2019-05-22,2,equar,0
34704,2019-05-22,3,dicot,112
34704,2019-05-22,3,monocot,8
34704,2019-05-22,3,cirar,0
34704,2019-05-22,3,equar,0
34705,2019-05-22,1,dicot,88
34705,2019-05-22,1,monocot,0
34705,2019-05-22,1,cirar,0
34705,2019-05-22,1,equar,0
34705,2019-05-22,2,dicot,72
34705,2019-05-22,2,monocot,8
34705,2019-05-22,2,cirar,0
34705,2019-05-22,2,equar,0
34705,2019-05-22,3,dicot,56
34705,2019-05-22,3,monocot,8
34705,2019-05-22,3,cirar,0
34705,2019-05-22,3,equar,0
34706,2019-05-22,1,dicot,128
34706,2019-05-22,1,monocot,0
34706,2019-05-22,1,cirar,0
34706,2019-05-22,1,equar,0
34706,2019-05-22,2,dicot,104
34706,2019-05-22,2,monocot,0
34706,2019-05-22,2,cirar,0
34706,2019-05-22,2,equar,0
34706,2019-05-22,3,dicot,164
34706,2019-05-22,3,monocot,0
34706,2019-05-22,3,cirar,0
34706,2019-05-22,3,equar,0
34802,2019-05-22,1,dicot,520
34802,2019-05-22,1,monocot,0
34802,2019-05-22,1,cirar,0
34802,2019-05-22,1,equar,0
34802,2019-05-22,2,dicot,280
34802,2019-05-22,2,monocot,0
34802,2019-05-22,2,cirar,0
34802,2019-05-22,2,equar,0
34802,2019-05-22,3,dicot,200
34802,2019-05-22,3,monocot,0
34802,2019-05-22,3,cirar,0
34802,2019-05-22,3,equar,0
34803,2019-05-22,1,dicot,400
34803,2019-05-22,1,monocot,0
34803,2019-05-22,1,cirar,0
34803,2019-05-22,1,equar,0
34803,2019-05-22,2,dicot,360
34803,2019-05-22,2,monocot,0
34803,2019-05-22,2,cirar,0
34803,2019-05-22,2,equar,0
34803,2019-05-22,3,dicot,260
34803,2019-05-22,3,monocot,0
34803,2019-05-22,3,cirar,0
34803,2019-05-22,3,equar,0
34804,2019-05-22,1,dicot,208
34804,2019-05-22,1,monocot,0
34804,2019-05-22,1,cirar,0
34804,2019-05-22,1,equar,0
34804,2019-05-22,2,dicot,400
34804,2019-05-22,2,monocot,0
34804,2019-05-22,2,cirar,0
34804,2019-05-22,2,equar,0
34804,2019-05-22,3,dicot,360
34804,2019-05-22,3,monocot,0
34804,2019-05-22,3,cirar,0
34804,2019-05-22,3,equar,0
34805,2019-05-22,1,dicot,400
34805,2019-05-22,1,monocot,0
34805,2019-05-22,1,cirar,0
34805,2019-05-22,1,equar,0
34805,2019-05-22,2,dicot,280
34805,2019-05-22,2,monocot,0
34805,2019-05-22,2,cirar,0
34805,2019-05-22,2,equar,0
34805,2019-05-22,3,dicot,280
34805,2019-05-22,3,monocot,0
34805,2019-05-22,3,cirar,0
34805,2019-05-22,3,equar,0
34806,2019-05-22,1,dicot,240
34806,2019-05-22,1,monocot,0
34806,2019-05-22,1,cirar,0
34806,2019-05-22,1,equar,0
34806,2019-05-22,2,dicot,120
34806,2019-05-22,2,monocot,8
34806,2019-05-22,2,cirar,0
34806,2019-05-22,2,equar,0
34806,2019-05-22,3,dicot,136
34806,2019-05-22,3,monocot,4
34806,2019-05-22,3,cirar,0
34806,2019-05-22,3,equar,0
34901,2019-05-22,1,dicot,16
34901,2019-05-22,1,monocot,40
34901,2019-05-22,1,cirar,0
34901,2019-05-22,1,equar,56
34901,2019-05-22,2,dicot,32
34901,2019-05-22,2,monocot,12
34901,2019-05-22,2,cirar,0
34901,2019-05-22,2,equar,0
34901,2019-05-22,3,dicot,28
34901,2019-05-22,3,monocot,60
34901,2019-05-22,3,cirar,0
34901,2019-05-22,3,equar,0
34902,2019-05-22,1,dicot,192
34902,2019-05-22,1,monocot,8
34902,2019-05-22,1,cirar,0
34902,2019-05-22,1,equar,0
34902,2019-05-22,2,dicot,184
34902,2019-05-22,2,monocot,8
34902,2019-05-22,2,cirar,0
34902,2019-05-22,2,equar,0
34902,2019-05-22,3,dicot,180
34902,2019-05-22,3,monocot,0
34902,2019-05-22,3,cirar,12
34902,2019-05-22,3,equar,0
34903,2019-05-22,1,dicot,0
34903,2019-05-22,1,monocot,12
34903,2019-05-22,1,cirar,4
34903,2019-05-22,1,equar,0
34903,2019-05-22,2,dicot,12
34903,2019-05-22,2,monocot,4
34903,2019-05-22,2,cirar,8
34903,2019-05-22,2,equar,0
34903,2019-05-22,3,dicot,28
34903,2019-05-22,3,monocot,24
34903,2019-05-22,3,cirar,20
34903,2019-05-22,3,equar,0
34905,2019-05-22,1,dicot,24
34905,2019-05-22,1,monocot,0
34905,2019-05-22,1,cirar,0
34905,2019-05-22,1,equar,0
34905,2019-05-22,2,dicot,48
34905,2019-05-22,2,monocot,16
34905,2019-05-22,2,cirar,0
34905,2019-05-22,2,equar,0
34905,2019-05-22,3,dicot,24
34905,2019-05-22,3,monocot,8
34905,2019-05-22,3,cirar,0
34905,2019-05-22,3,equar,0
34906,2019-05-22,1,dicot,20
34906,2019-05-22,1,monocot,8
34906,2019-05-22,1,cirar,0
34906,2019-05-22,1,equar,0
34906,2019-05-22,2,dicot,8
34906,2019-05-22,2,monocot,44
34906,2019-05-22,2,cirar,0
34906,2019-05-22,2,equar,0
34906,2019-05-22,3,dicot,8
34906,2019-05-22,3,monocot,0
34906,2019-05-22,3,cirar,0
34906,2019-05-22,3,equar,0
35101,2019-05-22,1,dicot,360
35101,2019-05-22,1,monocot,0
35101,2019-05-22,1,cirar,0
35101,2019-05-22,1,equar,0
35101,2019-05-22,2,dicot,280
35101,2019-05-22,2,monocot,0
35101,2019-05-22,2,cirar,0
35101,2019-05-22,2,equar,0
35101,2019-05-22,3,dicot,200
35101,2019-05-22,3,monocot,0
35101,2019-05-22,3,cirar,0
35101,2019-05-22,3,equar,0
35102,2019-05-22,1,dicot,180
35102,2019-05-22,1,monocot,0
35102,2019-05-22,1,cirar,0
35102,2019-05-22,1,equar,0
35102,2019-05-22,2,dicot,240
35102,2019-05-22,2,monocot,0
35102,2019-05-22,2,cirar,0
35102,2019-05-22,2,equar,0
35102,2019-05-22,3,dicot,200
35102,2019-05-22,3,monocot,0
35102,2019-05-22,3,cirar,0
35102,2019-05-22,3,equar,0
35103,2019-05-22,1,dicot,400
35103,2019-05-22,1,monocot,0
35103,2019-05-22,1,cirar,0
35103,2019-05-22,1,equar,0
35103,2019-05-22,2,dicot,320
35103,2019-05-22,2,monocot,0
35103,2019-05-22,2,cirar,0
35103,2019-05-22,2,equar,0
35103,2019-05-22,3,dicot,200
35103,2019-05-22,3,monocot,0
35103,2019-05-22,3,cirar,0
35103,2019-05-22,3,equar,0
35105,2019-05-22,1,dicot,300
35105,2019-05-22,1,monocot,0
35105,2019-05-22,1,cirar,0
35105,2019-05-22,1,equar,0
35105,2019-05-22,2,dicot,380
35105,2019-05-22,2,monocot,0
35105,2019-05-22,2,cirar,0
35105,2019-05-22,2,equar,0
35105,2019-05-22,3,dicot,340
35105,2019-05-22,3,monocot,0
35105,2019-05-22,3,cirar,0
35105,2019-05-22,3,equar,0
35106,2019-05-22,1,dicot,480
35106,2019-05-22,1,monocot,0
35106,2019-05-22,1,cirar,0
35106,2019-05-22,1,equar,0
35106,2019-05-22,2,dicot,520
35106,2019-05-22,2,monocot,0
35106,2019-05-22,2,cirar,0
35106,2019-05-22,2,equar,0
35106,2019-05-22,3,dicot,600
35106,2019-05-22,3,monocot,0
35106,2019-05-22,3,cirar,0
35106,2019-05-22,3,equar,0
35201,2019-05-22,1,dicot,140
35201,2019-05-22,1,monocot,0
35201,2019-05-22,1,cirar,12
35201,2019-05-22,1,equar,0
35201,2019-05-22,2,dicot,260
35201,2019-05-22,2,monocot,0
35201,2019-05-22,2,cirar,0
35201,2019-05-22,2,equar,0
35201,2019-05-22,3,dicot,140
35201,2019-05-22,3,monocot,0
35201,2019-05-22,3,cirar,0
35201,2019-05-22,3,equar,0
35202,2019-05-22,1,dicot,160
35202,2019-05-22,1,monocot,0
35202,2019-05-22,1,cirar,0
35202,2019-05-22,1,equar,0
35202,2019-05-22,2,dicot,160
35202,2019-05-22,2,monocot,0
35202,2019-05-22,2,cirar,0
35202,2019-05-22,2,equar,0
35202,2019-05-22,3,dicot,140
35202,2019-05-22,3,monocot,0
35202,2019-05-22,3,cirar,0
35202,2019-05-22,3,equar,0
35203,2019-05-22,1,dicot,152
35203,2019-05-22,1,monocot,0
35203,2019-05-22,1,cirar,0
35203,2019-05-22,1,equar,0
35203,2019-05-22,2,dicot,112
35203,2019-05-22,2,monocot,8
35203,2019-05-22,2,cirar,0
35203,2019-05-22,2,equar,0
35203,2019-05-22,3,dicot,224
35203,2019-05-22,3,monocot,0
35203,2019-05-22,3,cirar,0
35203,2019-05-22,3,equar,0
35205,2019-05-22,1,dicot,128
35205,2019-05-22,1,monocot,8
35205,2019-05-22,1,cirar,0
35205,2019-05-22,1,equar,0
35205,2019-05-22,2,dicot,128
35205,2019-05-22,2,monocot,12
35205,2019-05-22,2,cirar,0
35205,2019-05-22,2,equar,0
35205,2019-05-22,3,dicot,220
35205,2019-05-22,3,monocot,8
35205,2019-05-22,3,cirar,0
35205,2019-05-22,3,equar,0
35206,2019-05-22,1,dicot,168
35206,2019-05-22,1,monocot,0
35206,2019-05-22,1,cirar,0
35206,2019-05-22,1,equar,0
35206,2019-05-22,2,dicot,96
35206,2019-05-22,2,monocot,0
35206,2019-05-22,2,cirar,0
35206,2019-05-22,2,equar,12
35206,2019-05-22,3,dicot,160
35206,2019-05-22,3,monocot,0
35206,2019-05-22,3,cirar,0
35206,2019-05-22,3,equar,24
35301,2019-05-22,1,dicot,8
35301,2019-05-22,1,monocot,16
35301,2019-05-22,1,cirar,0
35301,2019-05-22,1,equar,20
35301,2019-05-22,2,dicot,8
35301,2019-05-22,2,monocot,0
35301,2019-05-22,2,cirar,0
35301,2019-05-22,2,equar,16
35301,2019-05-22,3,dicot,8
35301,2019-05-22,3,monocot,0
35301,2019-05-22,3,cirar,0
35301,2019-05-22,3,equar,4
35302,2019-05-22,1,dicot,64
35302,2019-05-22,1,monocot,0
35302,2019-05-22,1,cirar,4
35302,2019-05-22,1,equar,0
35302,2019-05-22,2,dicot,32
35302,2019-05-22,2,monocot,0
35302,2019-05-22,2,cirar,40
35302,2019-05-22,2,equar,4
35302,2019-05-22,3,dicot,120
35302,2019-05-22,3,monocot,0
35302,2019-05-22,3,cirar,48
35302,2019-05-22,3,equar,0
35304,2019-05-22,1,dicot,8
35304,2019-05-22,1,monocot,4
35304,2019-05-22,1,cirar,0
35304,2019-05-22,1,equar,0
35304,2019-05-22,2,dicot,4
35304,2019-05-22,2,monocot,0
35304,2019-05-22,2,cirar,0
35304,2019-05-22,2,equar,0
35304,2019-05-22,3,dicot,28
35304,2019-05-22,3,monocot,0
35304,2019-05-22,3,cirar,0
35304,2019-05-22,3,equar,0
35305,2019-05-22,1,dicot,8
35305,2019-05-22,1,monocot,0
35305,2019-05-22,1,cirar,0
35305,2019-05-22,1,equar,0
35305,2019-05-22,2,dicot,20
35305,2019-05-22,2,monocot,24
35305,2019-05-22,2,cirar,0
35305,2019-05-22,2,equar,0
35305,2019-05-22,3,dicot,8
35305,2019-05-22,3,monocot,4
35305,2019-05-22,3,cirar,0
35305,2019-05-22,3,equar,24
35306,2019-05-22,1,dicot,0
35306,2019-05-22,1,monocot,16
35306,2019-05-22,1,cirar,0
35306,2019-05-22,1,equar,8
35306,2019-05-22,2,dicot,12
35306,2019-05-22,2,monocot,0
35306,2019-05-22,2,cirar,0
35306,2019-05-22,2,equar,20
35306,2019-05-22,3,dicot,8
35306,2019-05-22,3,monocot,8
35306,2019-05-22,3,cirar,0
35306,2019-05-22,3,equar,8
35401,2019-05-22,1,dicot,168
35401,2019-05-22,1,monocot,0
35401,2019-05-22,1,cirar,0
35401,2019-05-22,1,equar,0
35401,2019-05-22,2,dicot,208
35401,2019-05-22,2,monocot,8
35401,2019-05-22,2,cirar,0
35401,2019-05-22,2,equar,0
35401,2019-05-22,3,dicot,176
35401,2019-05-22,3,monocot,12
35401,2019-05-22,3,cirar,0
35401,2019-05-22,3,equar,0
35402,2019-05-22,1,dicot,144
35402,2019-05-22,1,monocot,0
35402,2019-05-22,1,cirar,0
35402,2019-05-22,1,equar,0
35402,2019-05-22,2,dicot,128
35402,2019-05-22,2,monocot,0
35402,2019-05-22,2,cirar,0
35402,2019-05-22,2,equar,0
35402,2019-05-22,3,dicot,192
35402,2019-05-22,3,monocot,20
35402,2019-05-22,3,cirar,0
35402,2019-05-22,3,equar,0
35404,2019-05-22,1,dicot,240
35404,2019-05-22,1,monocot,0
35404,2019-05-22,1,cirar,0
35404,2019-05-22,1,equar,0
35404,2019-05-22,2,dicot,340
35404,2019-05-22,2,monocot,0
35404,2019-05-22,2,cirar,0
35404,2019-05-22,2,equar,0
35404,2019-05-22,3,dicot,300
35404,2019-05-22,3,monocot,8
35404,2019-05-22,3,cirar,0
35404,2019-05-22,3,equar,0
35405,2019-05-22,1,dicot,260
35405,2019-05-22,1,monocot,8
35405,2019-05-22,1,cirar,0
35405,2019-05-22,1,equar,0
35405,2019-05-22,2,dicot,200
35405,2019-05-22,2,monocot,0
35405,2019-05-22,2,cirar,0
35405,2019-05-22,2,equar,0
35405,2019-05-22,3,dicot,160
35405,2019-05-22,3,monocot,20
35405,2019-05-22,3,cirar,0
35405,2019-05-22,3,equar,0
35406,2019-05-22,1,dicot,96
35406,2019-05-22,1,monocot,24
35406,2019-05-22,1,cirar,0
35406,2019-05-22,1,equar,4
35406,2019-05-22,2,dicot,144
35406,2019-05-22,2,monocot,12
35406,2019-05-22,2,cirar,0
35406,2019-05-22,2,equar,0
35406,2019-05-22,3,dicot,224
35406,2019-05-22,3,monocot,8
35406,2019-05-22,3,cirar,0
35406,2019-05-22,3,equar,0
35501,2019-05-22,1,dicot,88
35501,2019-05-22,1,monocot,12
35501,2019-05-22,1,cirar,0
35501,2019-05-22,1,equar,0
35501,2019-05-22,2,dicot,48
35501,2019-05-22,2,monocot,8
35501,2019-05-22,2,cirar,0
35501,2019-05-22,2,equar,0
35501,2019-05-22,3,dicot,72
35501,2019-05-22,3,monocot,8
35501,2019-05-22,3,cirar,0
35501,2019-05-22,3,equar,0
35502,2019-05-22,1,dicot,208
35502,2019-05-22,1,monocot,0
35502,2019-05-22,1,cirar,0
35502,2019-05-22,1,equar,0
35502,2019-05-22,2,dicot,192
35502,2019-05-22,2,monocot,0
35502,2019-05-22,2,cirar,0
35502,2019-05-22,2,equar,0
35502,2019-05-22,3,dicot,136
35502,2019-05-22,3,monocot,0
35502,2019-05-22,3,cirar,8
35502,2019-05-22,3,equar,0
35504,2019-05-22,1,dicot,72
35504,2019-05-22,1,monocot,0
35504,2019-05-22,1,cirar,0
35504,2019-05-22,1,equar,0
35504,2019-05-22,2,dicot,144
35504,2019-05-22,2,monocot,12
35504,2019-05-22,2,cirar,0
35504,2019-05-22,2,equar,0
35504,2019-05-22,3,dicot,112
35504,2019-05-22,3,monocot,8
35504,2019-05-22,3,cirar,0
35504,2019-05-22,3,equar,0
35505,2019-05-22,1,dicot,104
35505,2019-05-22,1,monocot,0
35505,2019-05-22,1,cirar,0
35505,2019-05-22,1,equar,0
35505,2019-05-22,2,dicot,40
35505,2019-05-22,2,monocot,8
35505,2019-05-22,2,cirar,0
35505,2019-05-22,2,equar,0
35505,2019-05-22,3,dicot,84
35505,2019-05-22,3,monocot,0
35505,2019-05-22,3,cirar,0
35505,2019-05-22,3,equar,0
35506,2019-05-22,1,dicot,96
35506,2019-05-22,1,monocot,0
35506,2019-05-22,1,cirar,0
35506,2019-05-22,1,equar,0
35506,2019-05-22,2,dicot,64
35506,2019-05-22,2,monocot,8
35506,2019-05-22,2,cirar,0
35506,2019-05-22,2,equar,0
35506,2019-05-22,3,dicot,56
35506,2019-05-22,3,monocot,8
35506,2019-05-22,3,cirar,0
35506,2019-05-22,3,equar,0
30502,2020-05-27,1,dicot,60
30502,2020-05-27,1,monocot,60
30502,2020-05-27,1,cirar,0
30502,2020-05-27,1,equar,0
30502,2020-05-27,2,dicot,48
30502,2020-05-27,2,monocot,28
30502,2020-05-27,2,cirar,0
30502,2020-05-27,2,equar,0
30502,2020-05-27,3,dicot,64
30502,2020-05-27,3,monocot,48
30502,2020-05-27,3,cirar,0
30502,2020-05-27,3,equar,0
30503,2020-05-27,1,dicot,28
30503,2020-05-27,1,monocot,44
30503,2020-05-27,1,cirar,0
30503,2020-05-27,1,equar,0
30503,2020-05-27,2,dicot,32
30503,2020-05-27,2,monocot,64
30503,2020-05-27,2,cirar,0
30503,2020-05-27,2,equar,0
30503,2020-05-27,3,dicot,36
30503,2020-05-27,3,monocot,28
30503,2020-05-27,3,cirar,0
30503,2020-05-27,3,equar,0
30504,2020-05-27,1,dicot,56
30504,2020-05-27,1,monocot,36
30504,2020-05-27,1,cirar,0
30504,2020-05-27,1,equar,0
30504,2020-05-27,2,dicot,24
30504,2020-05-27,2,monocot,32
30504,2020-05-27,2,cirar,0
30504,2020-05-27,2,equar,0
30504,2020-05-27,3,dicot,44
30504,2020-05-27,3,monocot,32
30504,2020-05-27,3,cirar,0
30504,2020-05-27,3,equar,0
30505,2020-05-27,1,dicot,52
30505,2020-05-27,1,monocot,32
30505,2020-05-27,1,cirar,0
30505,2020-05-27,1,equar,0
30505,2020-05-27,2,dicot,60
30505,2020-05-27,2,monocot,8
30505,2020-05-27,2,cirar,0
30505,2020-05-27,2,equar,0
30505,2020-05-27,3,dicot,68
30505,2020-05-27,3,monocot,32
30505,2020-05-27,3,cirar,0
30505,2020-05-27,3,equar,0
30506,2020-05-27,1,dicot,92
30506,2020-05-27,1,monocot,56
30506,2020-05-27,1,cirar,0
30506,2020-05-27,1,equar,0
30506,2020-05-27,2,dicot,60
30506,2020-05-27,2,monocot,76
30506,2020-05-27,2,cirar,0
30506,2020-05-27,2,equar,0
30506,2020-05-27,3,dicot,56
30506,2020-05-27,3,monocot,12
30506,2020-05-27,3,cirar,0
30506,2020-05-27,3,equar,0
30602,2020-05-27,1,dicot,108
30602,2020-05-27,1,monocot,0
30602,2020-05-27,1,cirar,0
30602,2020-05-27,1,equar,0
30602,2020-05-27,2,dicot,120
30602,2020-05-27,2,monocot,0
30602,2020-05-27,2,cirar,0
30602,2020-05-27,2,equar,0
30602,2020-05-27,3,dicot,80
30602,2020-05-27,3,monocot,0
30602,2020-05-27,3,cirar,0
30602,2020-05-27,3,equar,0
30603,2020-05-27,1,dicot,56
30603,2020-05-27,1,monocot,0
30603,2020-05-27,1,cirar,0
30603,2020-05-27,1,equar,0
30603,2020-05-27,2,dicot,64
30603,2020-05-27,2,monocot,0
30603,2020-05-27,2,cirar,0
30603,2020-05-27,2,equar,0
30603,2020-05-27,3,dicot,68
30603,2020-05-27,3,monocot,0
30603,2020-05-27,3,cirar,0
30603,2020-05-27,3,equar,0
30604,2020-05-27,1,dicot,72
30604,2020-05-27,1,monocot,0
30604,2020-05-27,1,cirar,0
30604,2020-05-27,1,equar,0
30604,2020-05-27,2,dicot,84
30604,2020-05-27,2,monocot,0
30604,2020-05-27,2,cirar,0
30604,2020-05-27,2,equar,0
30604,2020-05-27,3,dicot,60
30604,2020-05-27,3,monocot,0
30604,2020-05-27,3,cirar,0
30604,2020-05-27,3,equar,0
30605,2020-05-27,1,dicot,100
30605,2020-05-27,1,monocot,0
30605,2020-05-27,1,cirar,0
30605,2020-05-27,1,equar,0
30605,2020-05-27,2,dicot,120
30605,2020-05-27,2,monocot,0
30605,2020-05-27,2,cirar,0
30605,2020-05-27,2,equar,0
30605,2020-05-27,3,dicot,100
30605,2020-05-27,3,monocot,0
30605,2020-05-27,3,cirar,0
30605,2020-05-27,3,equar,0
30606,2020-05-27,1,dicot,112
30606,2020-05-27,1,monocot,0
30606,2020-05-27,1,cirar,0
30606,2020-05-27,1,equar,0
30606,2020-05-27,2,dicot,100
30606,2020-05-27,2,monocot,0
30606,2020-05-27,2,cirar,0
30606,2020-05-27,2,equar,0
30606,2020-05-27,3,dicot,100
30606,2020-05-27,3,monocot,0
30606,2020-05-27,3,cirar,0
30606,2020-05-27,3,equar,0
30802,2020-05-27,1,dicot,20
30802,2020-05-27,1,monocot,56
30802,2020-05-27,1,cirar,0
30802,2020-05-27,1,equar,0
30802,2020-05-27,2,dicot,36
30802,2020-05-27,2,monocot,20
30802,2020-05-27,2,cirar,4
30802,2020-05-27,2,equar,0
30802,2020-05-27,3,dicot,16
30802,2020-05-27,3,monocot,16
30802,2020-05-27,3,cirar,4
30802,2020-05-27,3,equar,0
30803,2020-05-27,1,dicot,12
